fact_checked_segment,comment_by_fact-checker,split,label
"[…] the Roman Warming, the Dark Ages, the Medieval Warming and the Little Ice Age. These took place before industrialisation and were all driven by changes in the sun.","These climate fluctuations were small, regional and at a much smaller scale than what the planet experiences today. None of them were globally as warm as today. They were also driven by other forcings than greenhouse gases. The author is confused between small-scale natural variability and long-term irreversible large-scale change.",train,false cause
"“First, marine species that calcify have survived through millions of years when CO2 was at much higher levels; second, they are more than capable of adapting — even in the short term — to environmental change”","Many marine organisms respond to changes in calcium carbonate mineral saturation states. These depend not only on pH, but also on factors including amounts of carbon and calcium in the ocean. One of the most important factors is ocean alkalinity, which varies on time scale of many thousands of years. In the geologic past, when atmospheric CO2 was high, ocean alkalinity was also high, and so carbonate mineral saturation states could remain high. Unfortunately, on the timescale of centuries or decades, changes come too fast for the ocean’s natural processes to buffer ocean carbonate mineral saturation states. Directly comparing effects of high CO2 levels that developed in the geologic past over many millions of years with high CO2 levels developing today over decades and centuries shows a fundamental lack of understanding of well-established global geochemical cycles. This open access article explains some of the relevant chemistry: Cao et al (2016) Simulated effect of deep-sea sedimentation and terrestrial weathering on projections of ocean acidification, Journal of Geophysical Research Oceans ",train,false cause
"“The UN has already said that 2016 is highly likely to break the annual record again, after 14 straight months of extreme heat aided by a hefty El Niño climatic event, a weather event that typically raises temperatures around the world.“","The influence of El Niño was likely not as large as it was in 1998. A large part of the warming was also in the Arctic, as Jan Lenaerts also argues below.",train,false cause
"“In contrast, humans are now emitting about 10 billion tons annually — changing the planet much more rapidly.”","This is the current rate, but it’s worth pointing out that this rate is the result of exponential growth over the last decades, and that it was “only” 1-2 billion tons in the 50’s, for instance. In drawing the analogy with the PETM, one may also wonder how long the current rates can be sustained – if anything, compared to the 4,000 years of the PETM – given that such emissions are most likely unsustainable over the long-term, either because of fossil fuel availability constraints, or because of the adverse feedback of climate change on human societies. ",train,false cause
“Federal scientists have documented a sharp jump in this nuisance flooding — often called ‘sunny-day flooding’ — along both the East Coast and the Gulf Coast in recent years.”,"This is a tricky one. Nuisance flooding on the Atlantic and Gulf coasts is the result of relative sea-level rise. Relative sea-level rise has a variety of components that give the rise a spatial signature. For example along the mid US Atlantic coast one-third of the rise is due to glacial isostatic adjustment with the remainder dominated by climatically driven sea-level rise. But in the Mississippi Delta the dominant driving force is subsidence. However, in the coming century these components will decrease in importance relative to climatically driven sea-level rise. ",train,false cause
"“An additional kick was supplied by an El Niño weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet, causing the hottest year in a historical record dating to 1880.”","This is a very common misconception even among scientists. The warming, bleaching, and coral loss is 100% due to greenhouse gas emissions, not the ENSO cycle and the fact that we were in a peak of the El Niño phase in early 2016. The Great Barrier Reef has experienced El Niño events for thousands of years, yet bleaching wasn’t observed there until 1998 when ocean warming pushed ocean temperatures just above the bleaching threshold.",train,false cause
Brooks added that Antarctic ice is growing.,"While the extent of Antarctic sea ice is slightly growing, this growth does not affect sea level, because of Archimedes’ law. The land ice of the Antarctic Ice Sheet is shrinking at an accelerating pace, which does result in sea-level rise. The IMBIE team (2018) Mass Balance of the Antarctic Ice Sheet from 1992 to 2017, Nature Bamber (2018) The Land Ice Contribution to Sea Level during the Satellite Era, Environmental Research Letters",train,false cause
"“‘That isn’t going to sound horribly unmanageable. But remember for the northern hemisphere, for North America, the fact that the location in West Antarctica is where the action is amplifies that rate of sea level rise by up to an about additional 25 percent in a city like Boston or New York.’ That’s because as Antarctica’s mass shrinks, the ice sheet’s gravitational pull on the ocean relaxes somewhat, and the seas travel back across the globe to pile up far away — with U.S. coasts being one prime destination.”","This effect is called the gravitational effect, and it is the consequence of one of the basic laws of physics: mass attracts mass. When mass is lost on Antarctica, sea level will fall within a 2,200 km radius due to the loss of gravitational pull. Between 2,200 and 7,600 km, sea level will rise but less than the global average. Beyond 7,600 km, sea level rise will be larger than the global mean, up to 25% extra. For Antarctica, this means that the largest consequences will be in the Northern Hemisphere, with the reverse being true for mass loss in Greenland. The gravitational effect has been known since 18861, was rediscovered in 19762 and again in 20013. It is used in sea-level projections, for instance in the IPCC AR5 report, chapter 13. 1-Woodward (1886) On the form and position of the sea-level as dependent on superficial masses symmetrically disposed with respect to a radius of the Earth’s surface, Annals of Mathematics 2-Farrell and Clark (1976) On Postglacial Sea Level, Geophysical Journal International 3-Mitrovica et al (2001) Recent mass balance of polar ice sheets inferred from patterns of global sea-level change, Nature ",train,false cause
"“His Gaia hypothesis, which contends that the earth is a single, self-regulating organism, is now accepted as the founding principle of most climate science […]”","This is going a bit far. The Gaia gave many scientists food for thought, and a new way of thinking about the climate system in a holistic way, but it is hardly the “founding principle” of most climate science. That remains the physics of fluid flow and heat transport, plus chemistry and biology, etc.",train,false cause
The strongest heat wave ever recorded [in the US] occurred in July 1936,"People may know this period as the Dust Bowl, where bad land management practices produced bare soil, dust storms, crop failure, and heat waves. This affected especially the maximum temperature, the summer temperature and stations in the Dust Bowl region. Global warming is about global warming. There are other reasons why the temperature changes, but over the last century the main reason is the burning of fossil fuels. Locally, these other reasons can be significant—like the US Dust Bowl.",train,false cause
“record temperatures brought in 2016 by an exceptionally strong El Niño”,"Last year the annual global temperature was about 1.1 °C above a late-19th century baseline but only about 0.1°C of this was due to the El Niño—the other 1 °C is due to human influences. So while the record occurred in 2016 due to El Niño, most of the anomaly was due to climate change",train,false cause
frost fairs were held on the Thames when the river froze,The cessation of these frost fairs was linked to changes in river management and not to climate change. ,train,false cause
"“In 2013 the level of U.S. farm output was about 2.7 times its 1948 level, and productivity was growing at an average annual rate of 1.52%. From 2001 to 2013, world-wide, global output of total crop and livestock commodities was expanding at an average rate of 2.52% a year[…] Along with better plant varieties, cropping practices and fertilizer, CO2 has contributed to this welcome increase in productivity.”","In general, CO2 has had a positive effect on crop growth, but it’s impossible to separate historical effects from the greater effects of genetics and nitrogen and other inputs. However, it’s generally considered to be a fraction of those. We know better future effects because we have CO2 fertilization experiments in the field comparing present to future CO2 levels. Those experiments suggest that corn may have about a 1% gain [because of increased CO2] and soybeans 3-4 times that. However, these gains will almost certainly be offset by yield declines associated with the temperature increases caused by elevated CO2, which are well known. Historically, it’s worth noting that we had elevated CO2 long before we had the green revolution, and crop yields didn’t increase much until the green revolution. You can see this in graphs of average US corn yields from 1900. Source: University of Nebraska-Lincoln",train,false cause
"“‘Greenhouse gases emitted through human activities and the resulting increase in global mean temperatures are the most likely underlying cause of the sea ice decline,’ the snow and ice data center said.”","Observed trends in Arctic sea ice result from the superposition of forced, man-made variations and internally generated variations. While it is clear from the literature (see IPCC WG1 AR5 Chapter 10 for a review) that observed trends cannot be explained by internal variability alone, it should be remembered that internal variability can also modulate the forced trends, in a way that is complex to properly describe. In conclusion, greenhouse gases are well responsible for the observed decline, but their effect on sea ice trends may have even been amplified by internal variability. ",train,false cause
"“‘That isn’t going to sound horribly unmanageable. But remember for the northern hemisphere, for North America, the fact that the location in West Antarctica is where the action is amplifies that rate of sea level rise by up to an about additional 25 percent in a city like Boston or New York.’ That’s because as Antarctica’s mass shrinks, the ice sheet’s gravitational pull on the ocean relaxes somewhat, and the seas travel back across the globe to pile up far away — with U.S. coasts being one prime destination.”","What Rob DeConto and Chris Mooney explain here are the “far-field” sea level rise effects of losing so much concentrated ice mass in West Antarctica. This loss of mass reduces the gravitational pull that Antarctica otherwise has on the ocean, causing more water to slosh away from the far South. This just so happens to have a maximum impact on both coasts of North America, as illustrated in the Climate Science Special Report released in 2017 as part of the 4th National Climate Assessment undertaken by US federal agencies and universities. Figure 12.1 in the Sea Level Rise chapter shows that an extra 1.4 feet per century of relative sea level rise can be expected for North America (data originally from Kopp et al*), coming largely from the two largest West Antarctic glaciers—Pine Island and Thwaites Glaciers. Figure – Regional sea level rise patterns for ice loss from Greenland Ice Sheet (GIS), West Antarctica Ice Sheet (WAIS), East Antarctic Ice Sheet (EAIS), and movement of continental crust (GIA).(Source: US NCA) Kopp et al (2014) Probabilistic 21st and 22nd century sea‐level projections at a global network of tide‐gauge sites, Earth’s Future ",train,false cause
"“Houlton has been exploring this possibility for years. Back in 2011, he reported that forest trees can tap into nitrogen found in rock. At the time, he said ‘the stunning finding that forests can also feed on nitrogen in rocks has the potential to change all projections related to climate change,’ because it meant there could be more carbon storage on land and less in the atmosphere than climate models say.”",It should be noted that much of the Net Primary Productivity arises from grasses and other non-boreal sources. If only trees that are deep rooted enough to reach bedrock can tap this source then the potential is very much geographically limited.,train,false cause
as continents rise after the overlying ice has melted,"Glacial Isostatic Adjustment (GIA) also causes subsidence of the solid Earth surface in the regions located outside the margins of the former ice sheets (for instance, along the U.S. East coast, where GIA-related subsidence is exacerbating the effects of global mean sea level rise).",train,false cause
"“many scientists were surprised when other researchers subsequently found that ringed and bearded seals (the primary prey of polar bears) north of the Bering Strait especially thrived with a longer open-water season, which is particularly conducive to fishing”","The Chukchi sea is essentially all continental shelf and is probably the most productive of the Arctic Seas. This is in contrast to the Beaufort Sea which, beyond the very narrow continental shelf, is very unproductive. Recent research has shown that this tremendous productivity and the fact that, although ice has significantly retreated, bears there still have fewer ice free days over the shelf than in the Beaufort, can explain why Chukchi Sea polar bears have not yet declined like those in the Beaufort.",train,false cause
"“The warmer the planet gets, the more ozone forms, and by mid-century, Americans will likely suffer a 70 percent increase in unhealthy ozone smog, the National Center for Atmospheric Research has projected.”","Note that ozone concentrations are also determined by emissions of NOx and hydrocarbons, which can be controlled. ",train,false cause
"when 3 per cent of total annual global emissions of carbon dioxide are from humans and Australia prod­uces 1.3 per cent of this 3 per cent, then no amount of emissions reductio­n here will have any effect on global climate.","The natural emissions are balanced by natural sinks (comparable to our bank accounts, salary comes in, rent or mortgage goes out, grocery bills go out, the incoming and outgoing fluxes are high, but at the end of the month we end up with more or less the same amount of money we started with). Human emissions are on top of this fine natural balance. Humans add CO2 but they don’t remove CO2. And while this would be great news for our bank accounts, it’s not great news for our planet. ",train,false cause
"” ‘You’ve only got to look at Singapore. It’s two-and-a-half times higher than the worst-case scenario for climate change, and it’s one of the most desirable cities in the world to live in.’ ”",Desirability of a location has nothing to do with how safe it is from the effects of climate change. ,train,false cause
"If human emissions of carbon dioxide drive global warming, why have there been slight warmings and coolings since the Industrial Revolution?","Because the Earth’s climate is not static and contains internal variability on time-scales from years to multiple decades. Volcanic eruptions can also alter the climate by injecting aerosols into the atmosphere which have a cooling effect. Because there are other drivers of change too, such as aerosol particles that have an overall cooling effect. There is also internal climate variability. Nevertheless, the long-term warming is attributable to increasing greenhouse gas concentrations.",train,false cause
"Because it’s getting warmer, there’s more CO2 coming out which means it’s going to get warmer which means there’s more CO2 coming out[…] And it will just run away with itself.”","This is a simplistic description of a positive feedback. Yes, warming would lead to release of carbon from soils and permafrost, and this would lead to more warming, hence more carbon loss. But in no way would this lead to a runaway feedback. Say a warming of 1°C led to a release of carbon from soils that induces an additional warming of 0.1°C (that’s quite a large positive feedback: 10% of the initial perturbation). This additional 0.1°C would lead to an additional release of carbon, inducing an additional warming of 0.01°C, which will lead to more carbon released and an additional 0.001°C warming, etc… Ultimately, warming will be 1.111…°C—larger than the initial warming of 1°C but quite far from a runaway scenario.",train,false cause
"“Since 1880, NOAA’s records show only one other instance when global temperature records were set three years in a row: in 1939, 1940 and 1941.”","The start of the second world war also changed the composition of the fleet making the sea surface temperature observations and with it the measurement methods used changed quickly. Climatologists have made adjustments to account for this problem, but it is well possible that this was incomplete. Uncertainties in this period are larger than in the decades before and after. Thus it could well be that these three records in a row are due to remaining problems. I would not have emphasised it. ",train,false cause
“But the new research shows that the amount of oxygen in those shells doesn’t actually remain constant over time.”,"It’s nothing to do with the amount of Oxygen. It’s CaCO3, so oxygen content is pretty much fixed—it’s the isotopic ratio of the oxygen that is incorporated.",train,false cause
We have also been told the problem is DEFINITELY NOT a billions-year-old planet running through cycles where the temperature might fluctuate a bit. ,"This confounds natural variations in CO2 in the geological past with human-caused emissions today. Yes, CO2 has changed naturally over time, causing changes to climate, but the high levels and rapid increase we are seeing today is because of human-caused emissions.",train,false cause
"“To make matters worse, the water temperatures in the Arctic Ocean are several degrees above average, which is an expected result of having less sea ice.”","Generally, the absorbed solar radiation leads to enhanced ocean temperatures in the mixed layer, so with summers of less ice the ocean mixed layer temperatures are usually warmer than average. Though even that is more driven by the timing of when the sea ice retreats. If it retreats early in the melt season when the sun is still high in the sky then you get more ocean warming, but if like in 2012 the ice retreats rapidly in August, it doesn’t have the same impact on ocean temperatures because the sun is already starting to set. But while this may be part of the explanation for warmer ocean temperatures at the moment, in the Barents Sea it is actually a result of warm Atlantic waters entering the Arctic. I have spoken with oceanographers about this and the sea surface temperature anomalies are a result of stronger inflow to the Barents Sea and along the west coast of Svalbard. The strong northwards flow of Atlantic water is also consistent with the more southerly winds this November that have helped to bring in warm air temperatures.",train,false cause
"“In Albany, New York, the high temperature of 74 degrees on Thursday was the warmest temperature on record for any day during the months of December, January and February.”",Seasonal records like this are even more impressive and much more robust as they are composed of much larger sample sizes than the individual day’s values.,train,hasty generalization
"“It’s far too early to tell if what we are seeing in the Arctic, and now the Antarctic, is a sharp shift towards warmer poles with less ice. Scientists are quick to point out that weather in these regions can change quickly, but this is another expected result of climate change.”","Certainly the loss of sea ice is largely a result of warming from increased atmospheric concentrations of CO2. So it’s not surprising to see the changes in the Arctic. Climate models also predict that Antarctic sea ice will decline eventually, especially once the ozone hole recovers. There is some evidence* that the ozone hole has led to stronger circumpolar winds that spread the Antarctic sea ice cover out from the continent and since there is no land to bound the sea ice (like in the Arctic) it can expand towards the equator until it reaches warmer ocean temperatures. Arblaster and Meehl (2006) Contributions of External Forcings to Southern Annular Mode Trends, Journal of Climate Turner and Overland (2009) Contrasting climate change in the two polar regions, Polar Research ",train,hasty generalization
"“There is now less sea ice on Earth than at any time on record. Ice in the Arctic and Antarctic melted to record low levels in January, scientists reported this week.”","One has to bear in mind that the seasonal developments of Arctic and Antarctic sea ice are out of phase by ~6 months. Hence, the Earth’s “total” sea ice extent is a number with limited meaning, and is not directly obvious to interpret. In addition, this number smooths out regional variations, which can be particularly pronounced in the Antarctic. Nevertheless, just like global-mean temperature or the GDP of a country, this number can be useful to have a 0th-order view on the health and state of our planet.",train,hasty generalization
"A new report has warned there’s an existential risk to humanity from the climate crisis within the coming decades, and a ‘high likelihood of human civilization coming to an end’ over the next three decades unless urgent action is taken.",This is hyperbole. The scenario constructed in this report does not have a “high likelihood” of occurring in part because it requires a confluence of circumstances coming together. While it’s certainly true that climate change will be damaging to society and the environment and many of the consequences will be severe this does not equate to a high likelihood of civilisation coming to an end.,train,hasty generalization
"“Because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically, the continued existence of the world’s great coastal cities — Miami, New York, Shanghai and many more — is tied to Antarctica’s fate.”","This is the prime motive of understanding Antarctic ice sheet dynamics, especially since the far-field location gives Antarctica relatively more weight to sea level rise along many Northern Hemisphere cities than Greenland.",train,no fallacy
"“about 56 million years ago … The planet proceeded to warm rapidly, at least in geologic terms, and major die-offs of some marine organisms followed due to strong acidification of the oceans.” ","There are several potential causes for the benthic extinctions that are seen in sediment cores. In addition to acidification, abrupt warming of bottom waters, decrease in dissolved oxygen and a potential decrease in food availability (raining down from surface layers) have been put forward in the past (e.g. Thomas [2003] Extinction and food at the seafloor…; Thomas [2007] Cenozoic mass extinctions in the deep sea…; Sluijs et al. [2007] The Palaeocene–Eocene Thermal Maximum super greenhouse…; McInerney and Wing [2011] The Paleocene-Eocene Thermal Maximum: A Perturbation of Carbon Cycle, Climate, and Biosphere with Implications for the Future).",train,no fallacy
"“Because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically, the continued existence of the world’s great coastal cities — Miami, New York, Shanghai and many more — is tied to Antarctica’s fate.”","The vulnerable parts of the ice sheet are those that resting on beds that are below sea level; therefore, the ice itself is in contact with a warming ocean. The majority of the West Antarctic and ~30% of the East Antarctic sectors of the ice sheet are grounded below sea level. ",train,no fallacy
nothing we can do to stop the Earth’s naturally occurring climate cycles.,"Actually, studies suggest that we may already have postponed the next ice age by adding extra CO2 to the atmosphere which will take a long time to be removed by natural processes, and hence has committed the Earth to warmer temperatures than it would otherwise have had.",train,no fallacy
"“Warm weather worsened the most recent five-year drought, which included the driest four-year period on record in terms of statewide precipitation. California’s first-, second- and third-hottest years on record, in terms of statewide average temperatures, were 2014, 2015 and 2016.”","There is evidence that warmer temperatures across the globe affect large-scale atmospheric dynamics, which in turn feed into regional weather patterns. The relevant example here is the argument that a warming Arctic will reduce large-scale temperature gradients in the atmosphere, which will in turn affect (and be affected by) the complex path that storms follow across the Pacific Ocean as they approach the North American west coast. While the extent to which this has already happened is debatable*, there is agreement that it will be a robust signal if Arctic warming continues unabated*. Cohen et al (2014) Recent Arctic amplification and extreme mid-latitude weather, Nature Geoscience Overland et al (2015) Nonlinear response of mid-latitude weather to the changing Arctic, Nature Climate Change Screen (2017) Climate science: Far-flung effects of Arctic warming, Nature Geoscience ",train,no fallacy
“Most people expect this year will see a record low in the Arctic’s summer sea-ice cover.”,This is incorrect. The SIPN team (Sea Ice Prediction Network) have collected forecasts from 40 international groups and none are predicting a record low in 2016.,train,no fallacy
"I conclude that it must be ice accumulation, through evaporation of ocean water, and subsequent precipitation turning into ice. Evidence suggests that accumulation of ice on the Antarctic continent has been offsetting the steric effect for at least several centuries.","Satellite data show that mountain glaciers as well as the large ice sheets on Greenland and Antarctica are all losing ice mass in recent decades, at an accelerating rate. Check out NASA’s data: Figure – GRACE Satellite measurements of ice mass variations in Antarctica and Greenland since 2003.",train,no fallacy
"“Sea ice thickness also substantially declined in the latter half of the 20th century, the snow and ice data center said.”","This is an important change to emphasize because sea ice thickness is also an indicator of sea ice age. While thin sea ice can reform more quickly year to year, thick sea ice requires more time. The loss of thick sea ice is perhaps even more striking than the loss of ice area.",train,no fallacy
"“On Tuesday, the National Oceanic and Atmospheric Administration (Noaa) is set to classify the Louisiana disaster as the eighth flood considered to be a once-in-every-500-years event to have taken place in the US in little over 12 months.”","This last sentence seems to imply that this is exceptional. However, in a country as large as the USA, it is very well possible to have multiple events each year, that exceed 100 or 500-year frequency thresholds for a particular location. Note that for this case, for multiple locations, the 500-year rainfall amount was exceeded, which is indeed exceptional.",train,no fallacy
Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature.”,"Instrumental temperature measurements over the last 150 years record weather/climate that is influenced by more than ONLY CO2. Natural variation must also be considered, including semi- to multi-decadal processes involving the ocean and atmosphere (e.g. El Niño-Southern Oscillation)",train,no fallacy
"“Typically, in such an attribution study, scientists will use sets of climate models — one set including the factors that drive human global warming and the other including purely “natural” factors — and see if an event like the one in question is more likely to occur in the first set of models. Researchers are getting better and better at performing these kinds of studies fast, in near real time.”",This is an accurate description of how extreme event attribution studies are conducted.,train,no fallacy
spanning five countries,"Going quickly through the authors I identified 7 countries: Brasil, US, France, Austria, Italy, Canada, United Kingdom (the list might not be complete).",train,no fallacy
"“At the bottom of the world, sea ice is also at all-time record low levels around Antarctica, the data center said. The lack of ice in the Antarctic, where it is currently summer, is most pronounced in the Amundsen Sea, where only a few scattered patches of ice remain.”","This short example reveals why sea ice extent is a useful, but not sufficient diagnostic to characterize the recent sea ice variability.",train,no fallacy
"“Incorporating recent advances in the understanding of how ice sheets might break apart, they found that both West Antarctica and some vulnerable parts of East Antarctica would go into an unstoppable collapse if the Earth continued to warm at a rapid pace. In their worst-case scenario, the sea level could rise by six feet by the end of this century, and the pace could pick up drastically in the 22nd century. Dr. DeConto and Dr. Pollard do not claim that this is a certainty — they acknowledge that their analysis is still rough — but they argue that the possibility should be taken seriously.”","Related to my earlier comment, the relevance of the “Marine Ice Cliff Instability” is still very unclear, and not generally accepted in the ice-sheet modeling community. DeConto and Pollard’s sea-level estimates certainly fall in the high end of sea-level rise projections. However, other processes such as non-linearities in melt or basal sliding may provide similar high-end estimates.",train,no fallacy
"“An “inherent bias” in scientific journals in favour of more calamitous predictions has excluded research showing that marine creatures are not damaged by ocean acidification, which is caused by the sea absorbing carbon dioxide from the atmosphere.” ","This is an inflammatory twisting of the author’s words. Browman discusses the well-known bias against publication of negative results. It has nothing to do with the direction of the signal, only the inability of the researchers to demonstrate an effect in their experiments. It has nothing to do with how “calamitous” the predictions are. In fact, sometimes the negative results would have been more calamitous depending on the experimental design.",train,no fallacy
"“For example, the Arctic heatwaves are made tens of times more likely and the soaring temperatures seen in Australia in February were made twice as likely.”","This statement is referring to rapid attribution analyses that were conducted by the World Weather Attribution group. We found that the Arctic heat of late 2016 was made much more likely by human-induced climate change (although it remains a very unusual event in the current climate). In another analysis, we found the February heatwave in New South Wales was at least twice as likely to occur because of climate change.",train,no fallacy
"“The ocean has accelerated and is now rising at a rate of about a foot per century[…] The risk is that the rate will increase still more. Scientists who study the Earth’s history say waters could rise by a foot per decade in a worst-case scenario, though that looks unlikely. Many experts believe that even if emissions stopped tomorrow, 15 or 20 feet of sea level rise is already inevitable, enough to flood many cities unless trillions of dollars are spent protecting them. How long it will take is unclear. But if emissions continue apace, the ultimate rise could be 80 or 100 feet.”","It is accurate to say sea-level rise is approximately one foot per century. Present-day sea-level rise is a major indicator of climate change. Since the early 1990s, sea level rose at a mean rate of ~3.1 mm/yr (~1 foot over 100 years). It is virtually certain that global mean sea level rise will continue for many centuries beyond 2100, with the amount of rise dependent on future emissions. The latest IPCC report estimates 1 to more than 3 m (up to ~10 feet) for high emission scenarios by 2300. But, those projections of sea-level rise may be limited by uncertainties surrounding the response of the Greenland and Antarctic ice sheets. For example, the report projected a likely contribution of the Antarctic ice sheet (AIS) of -8 to +15 cm under the high emissions scenario by 2100, but a recent coupled ice sheet and climate dynamics model suggests that the AIS could contribute more than 1 m by 2100, and more than 10 m by 2300, under that high emissions scenario.",train,no fallacy
"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases. By contrast, carbon dioxide is only a trace component in the atmosphere: about 400 ppm (parts per million), or 0.04 percent.”","Another helpful quote comes from this article: “The contribution of CO2 to the greenhouse effect, considerable though it is, understates the central role of the gas as a controller of climate. The atmosphere, if CO2 were removed from it, would cool enough that much of the water vapor would rain out. That precipitation, in turn, would cause further cooling and ultimately spiral Earth into a globally glaciated snowball state. It is only the present of CO2 that keeps Earth’s atmosphere warm enough to contain much water vapor.” I like to think of CO2 as analogous to a military commander and water vapor as analogous to an army of foot soldiers. Even though the water vapor foot soldiers do most of the fighting, the CO2 commander sends the army to battle.",train,no fallacy
"The ­atmospheric residency time of carbon dioxide is five years and it is quickly sequestered into plants, marine life, oceans and sediments.","There are many papers that looked at the time it would take for natural negative feedbacks to remove the excess carbon from the atmosphere. It would take millennia*. Eby et al (2008) Lifetime of Anthropogenic Climate Change: Millennial Time Scales of Potential CO2 and Surface Temperature Perturbations, Journal of Climate ",train,no fallacy
to avoid runaway climate change,"I agree, “runaway climate change” is too strong here. It has a precise definition. Warming beyond 2°C, say by 3 or 4°C, is bad, but not the same as “runaway” (which, in my view at least, means that warming would then take a dynamics of its own, stop responding to any emission changes and slip up to several more degrees….).",train,no fallacy
This scientist proved climate change isn’t causing extreme weather ,"The title is misleading. He didn’t prove anything. He’s simply claiming there are not yet definitive links between climate change and some extreme events. I would refer the readers to the most recent National Climate Assessment1 for a broader and longer list of salient impacts of climate change beyond the short and narrow selection quoted. 1 – US NCA (2018) Volume II: Impacts, Risks, and Adaptation in the United States ",train,no fallacy
"“Two degrees is more significant than it sounds. […]The number may sound low, but as an average over the surface of an entire planet, it is actually high”","Note that the warming over land is about twice as large as the warming over the ocean. Over the ocean, more of the additional heat goes into evaporation of water rather than warming of the air. It furthermore takes time to heat up the oceans, just like a water kettle takes time to boil. Because there is more land in the Northern Hemisphere, it will warm more than the Southern Hemisphere. One way to see how much of a difference two degrees makes is to look at a region closer to the equator that is two degrees warmer. Nature will look very different.",train,no fallacy
"“The IPCC reports also don’t fully account for the albedo effect (less ice means less reflected and more absorbed sunlight, hence more warming); more cloud cover (which traps heat); or the dieback of forests and other flora (which extract carbon from the atmosphere). Each of these promises to accelerate warming”","“More cloud cover (which traps heat)” is a gross over-simplification regarding the role of clouds as a tuning knob for Earth’s climate. While it is true that clouds can act as a blanket and trap more heat, they also serve to reflect sunlight (see the prior sentence regarding the albedo effect). Which cloud effect ultimately wins out has to do with the optical thickness of the cloud (how reflective it is) and (as a rough approximation), the cloud height. As a quick rule: Higher clouds will act better as a blanket since they are both colder (and therefore radiate less energy to space) and typically optically thin. Conversely, lower clouds act more as a reflector since they are warmer and optically thick. The IPCC report does generally show a net positive cloud feedback, indicating global cloud feedbacks will lead to additional warming, but cloud feedbacks are extremely complicated and highly uncertain.",train,no fallacy
"“The arc of global warming will be variously steep and less steep,’ said Richard Seager, a climate scientist at the Lamont-Doherty Earth Observatory of Columbia University. ‘It never stopped.’”",This is another important point to make—there will be periods where the Earth warms less quickly (not every year will be a record year) but the heating of the Earth continues.,train,no fallacy
"“Since the beginning of the Industrial Revolution, the average pH of global ocean surface waters have fallen from pH 8.2 to 8.1. This represents an increase in acidity of about 26%.”",Correct.,train,no fallacy
“Entire states and nations have to decide to clean up their energy systems”,This is correct. It cannot be done by only a few nations—it requires collective action to make a substantial difference.,train,no fallacy
“an individual heatwave triggering coral bleaching cannot be linked to global warming as the process triggering an individual heatwave is fundamentally different from that triggering global warming”,"Unfortunately, even under the Paris Agreement, 2016-like heat will be more common*. King et al (2017) Australian climate extremes at 1.5 °C and 2 °C of global warming, Nature Climate Change ",train,no fallacy
The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives.,"Numbers for “Energy Return on Investment” (EROI) are all over the place, but a nice summary with references to supporting information was produced for Scientific American by Mason Inman for the April 2013 edition of Scientific American. Mason estimated that wind returns about 20 times the energy input and solar around 6 times their energy input. While these numbers do depend on a range of assumptions, the idea that these ratios are less than one is wrong and not defensible. The construction of wind turbines and solar panels does result in some carbon dioxide emission but far less than would be emitted were that electricity generated using fossil fuels such as coal, gas, or oil. Therefore, if the alternative is fossil fuels, these technologies help avoid carbon dioxide emissions. It should be noted that Energy Return on Investment is likely to increase over time as the economy becomes more efficient and thus economic inputs to the production of energy technologies becomes less energy intensive",train,no fallacy
"” ‘CO2 is going up, but nowhere near as fast as they thought it would. The computer models just weren’t reliable.’ ”",This statement is just plain wrong. Atmospheric CO2 content has recently surpassed 400 ppm and this rate of increase is in line with model projections.,train,no fallacy
"“Research shows that this process is overpowering the erosion from sea-level rise, leading to net land-area gain. This is not only true for the Marshall Islands. […]several studies have documented noteworthy shoreline progradation [growth] and positional changes of islands since the mid-20th century, resulting in a net increase in island area.”","As wave energy and rising sea levels batter coastlines, the erosional products (i.e. sediments) can either be accreted onto the existing land or removed offshore into the deep ocean. Where the sediment is redistributed depends on a number of factors. Although sediment accretion can increase land area, it does little to change the elevation of low-lying islands, like the Marshall Islands. Therefore, people living in low-lying areas, even if there is historical land area gain, are still susceptible to inundation and damages due to storm waves, higher-than-usual tides (e.g. king tides), and sea level rise. These unconsolidated, loose sediments are also easily mobilized; therefore, localized land area gains by sediment accretion can be very dynamic on short timescales. This article could leave readers thinking that land area gains alone can mitigate the effects of sea level rise on low-lying coastal areas, but land elevation is what is really important.",train,no fallacy
“The Northern Hemisphere jet stream […] flow is stronger when that temperature difference is large. But when the Arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated. That’s when you can get the resultant weather extremes.”,This is an accurate and succinct description of the primary hypothesized mechanism involved in the Arctic/mid-latitude weather linkage.,train,no fallacy
